"Bucket","File","Status","Copyrights","License","Notes"
"boards","src/boards/62.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/65.cpp","OK","* Copyright (C) 2012 CaH4e3; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/67.cpp","OK","* Copyright (C) 2012 CaH4e3; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/68.cpp","OK","* Copyright (C) 2006 CaH4e3","GPLv2+",""
"boards","src/boards/69.cpp","OK","* Copyright (C) 2012 CaH4e3; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/71.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/72.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/77.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/79.cpp","OK","* Copyright (C) 2012 CaH4e3; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/80.cpp","OK","* Copyright (C) 2012 CaH4e3; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/80013-B.cpp","OK","* Copyright (C) 2017 CaH4e3","GPLv2+",""
"boards","src/boards/8157.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/82.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/8237.cpp","OK","* Copyright (C) 2011 CaH4e3","GPLv2+",""
"boards","src/boards/830118C.cpp","OK","* Copyright (C) 2008 CaH4e3","GPLv2+",""
"boards","src/boards/88.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/8in1.cpp","OK","* Copyright (C) 2016 CaH4e3","GPLv2+",""
"boards","src/boards/90.cpp","OK","* Copyright (C) 2002 Xodnizel; * Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/91.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/96.cpp","OK","* Copyright (C) 1998 BERO; * Copyright (C) 2002 Xodnizel; * Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/99.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/a9746.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/ac-08.cpp","OK","* Copyright (C) 2011 CaH4e3","GPLv2+",""
"boards","src/boards/addrlatch.cpp","OK","* Copyright (C) 2006 CaH4e3","GPLv2+",""
"boards","src/boards/ax5705.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/bandai.cpp","OK","* Copyright (C) 2007 CaH4e3; * Copyright (C) 2011 FCEUX team","GPLv2+",""
"boards","src/boards/bb.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/bmc13in1jy110.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/bmc42in1r.cpp","OK","* Copyright (C) 2005 CaH4e3; * Copyright (C) 2009 qeed","GPLv2+",""
"boards","src/boards/bmc64in1nr.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/bmc70in1.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/BMW8544.cpp","OK","* Copyright (C) 2015 CaH4e3","GPLv2+",""
"boards","src/boards/bonza.cpp","OK","* Copyright (C) 2002 CaH4e3","GPLv2+",""
"boards","src/boards/bs4xxxr.cpp","OK","* Copyright (C) 2020 CaH4e3","GPLv2+",""
"boards","src/boards/bs-5.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/cheapocabra.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/cityfighter.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/coolboy.cpp","OK","* Copyright (C) 2018 CaH4e3, Cluster","GPLv2+",""
"boards","src/boards/coolgirl.cpp","OK","* Copyright (C) 2022 Cluster","GPLv2+",""
"boards","src/boards/dance2000.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/datalatch.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/dream.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/edu2000.cpp","OK","* Copyright (C) 2006 CaH4e3","GPLv2+",""
"boards","src/boards/eh8813a.cpp","OK","* Copyright (C) 2015 CaH4e3","GPLv2+",""
"boards","src/boards/emu2413.c","OK","","Unknown/None",""
"boards","src/boards/emu2413.h","OK","","Unknown/None",""
"boards","src/boards/et-100.cpp","OK","* Copyright (C) 2015 Cluster","GPLv2+",""
"boards","src/boards/et-4320.cpp","OK","* Copyright (C) 2016 Cluster","GPLv2+",""
"boards","src/boards/F-15.cpp","OK","* Copyright (C) 2015 CaH4e3","GPLv2+",""
"boards","src/boards/famicombox.cpp","OK","* Copyright (C) 2009 CaH4e3","GPLv2+",""
"boards","src/boards/ffe.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/fk23c.cpp","OK","* Copyright (C) 2006 CaH4e3","GPLv2+",""
"boards","src/boards/fns.cpp","OK","* Copyright (C) 1998 BERO; * Copyright (C) 2002 Xodnizel; * Copyright (C) 2020 CaH4e3","GPLv2+",""
"boards","src/boards/ghostbusters63in1.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/gs-2004.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/gs-2013.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/h2288.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/hp10xx_hp20xx.cpp","OK","* Copyright (C) 2017 CaH4e3","GPLv2+",""
"boards","src/boards/hp898f.cpp","OK","* Copyright (C) 2015 CaH4e3","GPLv2+",""
"boards","src/boards/inlnsf.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/inx007t.cpp","OK","* Copyright (C) 2022 Cluster","GPLv2+",""
"boards","src/boards/karaoke.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/kof97.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/ks7010.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/ks7012.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/ks7013.cpp","OK","* Copyright (C) 2011 CaH4e3","GPLv2+",""
"boards","src/boards/ks7016.cpp","OK","* Copyright (C) 2016 CaH4e3","GPLv2+",""
"boards","src/boards/ks7017.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/ks7030.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/ks7031.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/ks7032.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/ks7037.cpp","OK","* Copyright (C) 2011 CaH4e3","GPLv2+",""
"boards","src/boards/ks7057.cpp","OK","* Copyright (C) 2011 CaH4e3","GPLv2+",""
"boards","src/boards/le05.cpp","OK","* Copyright (C) 2011 CaH4e3","GPLv2+",""
"boards","src/boards/lh32.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/lh53.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/malee.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/mihunche.cpp","OK","* Copyright (C) 2013 CaH4e3","GPLv2+",""
"boards","src/boards/mmc1.cpp","OK","* Copyright (C) 1998 BERO; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/mmc2and4.cpp","OK","* Copyright (C) 2012 CaH4e3; * Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/mmc3.cpp","OK","* Copyright (C) 1998 BERO; * Copyright (C) 2003 Xodnizel; * Mapper 12 code Copyright (C) 2003 CaH4e3","GPLv2+",""
"boards","src/boards/mmc3.h","OK","","GPLv2+",""
"boards","src/boards/mmc5.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/n106.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/n625092.cpp","OK","* Copyright (C) 2006 CaH4e3","GPLv2+",""
"boards","src/boards/novel.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/onebus.cpp","OK","* Copyright (C) 2007-2010 CaH4e3","GPLv2+",""
"boards","src/boards/pec-586.cpp","OK","* Copyright (C) 2009 CaH4e3","GPLv2+",""
"boards","src/boards/rt-01.cpp","OK","* Copyright (C) 2016 CaH4e3","GPLv2+",""
"boards","src/boards/sa-9602b.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/sachen.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/sb-2000.cpp","OK","* Copyright (C) 2014 CaH4e3","GPLv2+",""
"boards","src/boards/sc-127.cpp","OK","* Copyright (C) 2009 CaH4e3","GPLv2+",""
"boards","src/boards/sheroes.cpp","OK","* Copyright (C) 2006 CaH4e3","GPLv2+",""
"boards","src/boards/sl1632.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/subor.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/super24.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/supervision.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/t-227-1.cpp","OK","* Copyright (C) 2008 CaH4e3","GPLv2+",""
"boards","src/boards/t-262.cpp","OK","* Copyright (C) 2006 CaH4e3","GPLv2+",""
"boards","src/boards/tengen.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"boards","src/boards/tf-1201.cpp","OK","* Copyright (C) 2005 CaH4e3","GPLv2+",""
"boards","src/boards/transformer.cpp","OK","* Copyright (C) 2009 CaH4e3","GPLv2+",""
"boards","src/boards/unrom512.cpp","OK","* Copyright (C) 2014 CaitSith2, 2022 Cluster","GPLv2+",""
"boards","src/boards/vrc1.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/vrc2and4.cpp","OK","* Copyright (C) 2007 CaH4e3","GPLv2+",""
"boards","src/boards/vrc3.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/vrc5.cpp","OK","* Copyright (C) 2005-2019 CaH4e3","GPLv2+",""
"boards","src/boards/vrc6.cpp","OK","* Copyright (C) 2009 CaH4e3","GPLv2+",""
"boards","src/boards/vrc7.cpp","OK","* Copyright (C) 2012 CaH4e3","GPLv2+",""
"boards","src/boards/vrc7p.cpp","OK","* Copyright (C) 2009 CaH4e3","GPLv2+",""
"boards","src/boards/yoko.cpp","OK","* Copyright (C) 2006 CaH4e3","GPLv2+",""
"drivers","src/drivers/common/args.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/common/args.h","OK","","Unknown/None",""
"drivers","src/drivers/common/cheat.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/common/cheat.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/common/config.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/common/config.h","OK","","Unknown/None",""
"drivers","src/drivers/common/configSys.cpp","OK","","Unknown/None",""
"drivers","src/drivers/common/configSys.h","OK","","Unknown/None",""
"drivers","src/drivers/common/hq2x.cpp","OK","Copyright (C) 2003 MaxSt ( maxst@hiend3d.com )","Unknown/None",""
"drivers","src/drivers/common/hq2x.h","OK","","Unknown/None",""
"drivers","src/drivers/common/hq3x.cpp","OK","Copyright (C) 2003 MaxSt ( maxst@hiend3d.com )","Unknown/None",""
"drivers","src/drivers/common/hq3x.h","OK","","Unknown/None",""
"drivers","src/drivers/common/nes_ntsc.c","OK","","LGPL",""
"drivers","src/drivers/common/nes_ntsc.h","OK","","Unknown/None",""
"drivers","src/drivers/common/nes_ntsc_config.h","OK","","Unknown/None",""
"drivers","src/drivers/common/nes_ntsc_impl.h","OK","","LGPL",""
"drivers","src/drivers/common/os_utils.cpp","OK","","GPLv2+",""
"drivers","src/drivers/common/os_utils.h","OK","","Unknown/None",""
"drivers","src/drivers/common/scale2x.cpp","OK","* Copyright (C) 2001, 2002, 2003, 2004 Andrea Mazzoleni","GPLv2+",""
"drivers","src/drivers/common/scale2x.h","OK","* Copyright (C) 2001, 2002, 2003, 2004 Andrea Mazzoleni","GPLv2+",""
"drivers","src/drivers/common/scale3x.cpp","OK","* Copyright (C) 2001, 2002, 2003, 2004 Andrea Mazzoleni","GPLv2+",""
"drivers","src/drivers/common/scale3x.h","OK","* Copyright (C) 2001, 2002, 2003, 2004 Andrea Mazzoleni","GPLv2+",""
"drivers","src/drivers/common/scalebit.cpp","OK","* Copyright (C) 2003 Andrea Mazzoleni","GPLv2+",""
"drivers","src/drivers/common/scalebit.h","OK","* Copyright (C) 2003 Andrea Mazzoleni","GPLv2+",""
"drivers","src/drivers/common/vidblit.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/common/vidblit.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/Qt/AboutWindow.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/AboutWindow.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/avi/avi-utils.cpp","OK","* Copyright (c) 2008-2011, Michael Kohn; * Copyright (c) 2013, Robin Hahling","BSD",""
"drivers","src/drivers/Qt/avi/fileio.cpp","OK","* Copyright (c) 2008-2011, Michael Kohn; * Copyright (c) 2013, Robin Hahling","BSD",""
"drivers","src/drivers/Qt/avi/gwavi.cpp","OK","* Copyright (c) 2008-2011, Michael Kohn; * Copyright (c) 2013, Robin Hahling","BSD",""
"drivers","src/drivers/Qt/avi/gwavi.h","OK","* Copyright (c) 2008-2011, Michael Kohn; * Copyright (c) 2013, Robin Hahling","BSD",""
"drivers","src/drivers/Qt/AviRecord.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/AviRecord.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/AviRiffViewer.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/AviRiffViewer.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/CheatsConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/CheatsConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/CodeDataLogger.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/CodeDataLogger.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ColorMenu.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ColorMenu.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/config.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/config.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleDebugger.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ConsoleDebugger.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleSoundConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ConsoleSoundConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleUtilities.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ConsoleUtilities.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleVideoConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ConsoleVideoConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleViewerGL.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ConsoleViewerGL.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleViewerInterface.cpp","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleViewerInterface.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleViewerQWidget.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ConsoleViewerQWidget.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleViewerSDL.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ConsoleViewerSDL.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ConsoleWindow.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ConsoleWindow.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/dface.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/FamilyKeyboard.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/FamilyKeyboard.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/fceuWrapper.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/fceuWrapper.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/fceux_git_info.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/FrameTimingStats.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/FrameTimingStats.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/GameGenie.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/GameGenie.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/GamePadConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/GamePadConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/GuiConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/GuiConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/HelpPages.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/HelpPages.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/HexEditor.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/HexEditor.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/HotKeyConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/HotKeyConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/iNesHeaderEditor.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/iNesHeaderEditor.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/input.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/Qt/input.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/InputConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/InputConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/keyscan.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/keyscan.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/LuaControl.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/LuaControl.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/main.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/main.h","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/Qt/MovieOptions.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/MovieOptions.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/MoviePlay.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/MoviePlay.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/MovieRecord.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/MovieRecord.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/MsgLogViewer.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/MsgLogViewer.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/NameTableViewer.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/NameTableViewer.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/PaletteConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/PaletteConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/PaletteEditor.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/PaletteEditor.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/ppuViewer.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/ppuViewer.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/RamSearch.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/RamSearch.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/RamWatch.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/RamWatch.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/sdl.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/sdl-joystick.cpp","OK","* Copyright (C) 2002 Xodnizel; * Copyright (C) 2002 Paul Kuliniewicz","GPLv2+",""
"drivers","src/drivers/Qt/sdl-joystick.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/sdl-sound.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/Qt/sdl-throttle.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/sdl-video.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/Qt/sdl-video.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/SplashScreen.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/SplashScreen.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/StateRecorderConf.cpp","OK","* Copyright (C) 2022 thor2016","GPLv2+",""
"drivers","src/drivers/Qt/StateRecorderConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/SymbolicDebug.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/SymbolicDebug.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/bookmark.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/bookmark.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/bookmarks.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/bookmarks.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/branches.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/branches.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/greenzone.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/greenzone.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/history.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/history.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/inputlog.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/inputlog.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/laglog.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/laglog.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/markers.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/markers.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/markers_manager.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/markers_manager.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/playback.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/playback.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/recorder.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/recorder.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/selection.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/selection.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/snapshot.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/snapshot.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/splicer.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/splicer.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/TasColors.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/taseditor_config.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/taseditor_config.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/taseditor_lua.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/taseditor_lua.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/taseditor_project.cpp","OK","Copyright (c) 2011-2013 AnS","MIT",""
"drivers","src/drivers/Qt/TasEditor/taseditor_project.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TasEditor/TasEditorWindow.cpp","OK","* Copyright (C) 2021 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/TasEditor/TasEditorWindow.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/throttle.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TimingConf.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/TimingConf.h","OK","","Unknown/None",""
"drivers","src/drivers/Qt/TraceLogger.cpp","OK","* Copyright (C) 2020 mjbudd77","GPLv2+",""
"drivers","src/drivers/Qt/TraceLogger.h","OK","","Unknown/None",""
"input","src/input/arkanoid.cpp","OK","* Copyright (C) 2002 Xodnizel","GPLv2+",""
